level_0,index,Tanggal,tt_air_max,tt_air_avg,tt_air_min,rh_avg,pp_air,rr,ws_avg,ws_max,wd_avg,Arah_Mata_Angin,sr_avg,sr_max
3767,3767,2023-01-27 03:50:00,28.3,27.87,,78.37,992.9803,0.0,1.476,2.948,242.0,SW,354.6,532.9
3768,3768,2023-01-27 04:00:00,28.3,28.02,,77.35,992.9218,0.0,1.123,2.723,229.9,SW,341.1,532.9
3769,3769,2023-01-27 04:10:00,28.3,28.03,,78.23,992.7665,0.0,0.986,1.867,241.6,SW,341.8,532.9
3770,3770,2023-01-27 04:20:00,28.3,28.12,,76.97,992.5748,0.0,1.201,2.479,256.8,W,336.7,532.9
3771,3771,2023-01-27 04:30:00,28.3,28.12,,76.96,992.4824,0.0,1.264,2.234,234.6,SW,295.5,532.9
3772,3772,2023-01-27 04:40:00,28.3,27.94,,76.83,992.3443,0.0,1.392,2.621,247.2,SW,276.2,532.9
3773,3773,2023-01-27 04:50:00,28.3,28.0,,77.54,992.1524,0.0,1.337,2.632,232.9,SW,300.4,532.9
3774,3774,2023-01-27 05:00:00,28.3,28.07,,77.15,991.99,0.0,1.391,2.407,233.1,SW,318.2,532.9
3775,3775,2023-01-27 05:10:00,28.3,28.07,,76.36,991.8914,0.0,1.252,2.132,247.1,SW,335.1,532.9
3776,3776,2023-01-27 05:20:00,28.48,28.28,,76.34,991.757,0.0,1.234,2.326,231.2,SW,445.7,610.4
3777,3777,2023-01-27 05:30:00,29.25,28.89,,72.9,991.5442,0.0,1.633,2.968,226.9,SW,,
3778,3778,2023-01-27 05:40:00,30.18,29.66,,70.11,991.3969,0.0,1.159,2.744,214.9,SW,,
3779,3779,2023-01-27 05:50:00,30.36,29.84,,67.08,991.2013,0.0,1.707,3.264,220.7,SW,848.0,
3780,3780,2023-01-27 06:00:00,30.36,29.58,,66.2,991.0996,0.0,1.169,2.305,226.0,SW,626.0,
3781,3781,2023-01-27 06:10:00,30.36,29.57,,68.59,990.9144,0.0,1.286,2.479,248.9,W,493.1,
3782,3782,2023-01-27 06:20:00,30.36,29.52,,67.62,990.7734,0.0,1.257,2.305,219.6,SW,519.6,
3783,3783,2023-01-27 06:30:00,30.36,29.42,,69.3,990.6798,0.0,1.182,2.836,222.9,SW,476.3,
3784,3784,2023-01-27 06:40:00,30.36,29.3,,69.7,990.5579,0.0,1.51,2.754,218.1,SW,391.7,
3785,3785,2023-01-27 06:50:00,30.36,29.18,,70.33,990.4342,0.0,1.268,2.285,239.4,SW,432.0,
3786,3786,2023-01-27 07:00:00,30.36,29.21,,70.22,990.3082,0.0,1.685,3.08,226.0,SW,477.0,
3787,3787,2023-01-27 07:10:00,30.36,29.48,,69.88,990.2722,0.0,1.427,2.744,216.8,SW,497.9,
3788,3788,2023-01-27 07:20:00,30.36,29.56,,68.58,990.1999,0.0,1.867,3.305,233.1,SW,553.0,
3789,3789,2023-01-27 07:30:00,30.36,29.62,,69.56,990.0254,0.0,1.233,3.111,216.6,SW,453.5,
3790,3790,2023-01-27 07:40:00,30.36,29.52,,72.89,989.8968,0.0,1.835,3.896,204.0,SW,331.2,
3791,3791,2023-01-27 07:50:00,30.36,28.84,,74.25,989.8511,0.0,1.998,3.325,220.3,SW,244.0,
3792,3792,2023-01-27 08:00:00,30.36,28.52,,75.8,989.833,0.0,2.071,3.407,209.3,SW,190.9,
3793,3793,2023-01-27 08:10:00,30.36,28.31,,76.78,989.8661,0.0,1.377,3.121,217.1,SW,162.1,
3794,3794,2023-01-27 08:20:00,30.36,28.08,,78.35,989.7603,0.0,1.287,2.683,224.3,SW,151.2,
3795,3795,2023-01-27 08:30:00,30.36,27.92,,78.71,989.818,0.0,1.116,2.377,230.9,SW,132.1,
3796,3796,2023-01-27 08:40:00,30.36,27.96,,79.34,989.8606,0.0,1.071,2.479,203.0,SW,111.8,
3797,3797,2023-01-27 08:50:00,30.36,27.7,,81.0,989.8213,0.0,1.343,2.305,216.8,SW,104.4,
3798,3798,2023-01-27 09:00:00,30.36,,,80.9,989.9571,0.0,1.172,2.091,210.9,SW,95.7,
3799,3799,2023-01-27 09:10:00,30.36,,,81.2,990.0565,0.0,0.877,2.448,205.2,SW,87.5,
3800,3800,2023-01-27 09:20:00,30.36,27.42,,81.4,990.1486,0.0,0.952,2.02,208.6,SW,72.77,
3801,3801,2023-01-27 09:30:00,30.36,27.26,,83.5,990.2841,0.0,0.478,1.02,215.1,SW,57.73,
3802,3802,2023-01-27 09:40:00,30.36,27.22,,83.4,990.321,0.0,0.692,1.673,198.8,S,58.14,
3803,3803,2023-01-27 09:50:00,30.36,,,83.8,990.2743,0.0,0.807,1.387,196.5,S,66.55,
3804,3804,2023-01-27 10:00:00,30.36,,,84.8,990.3002,0.0,0.389,1.193,212.0,SW,64.91,
3805,3805,2023-01-27 10:10:00,30.36,,,85.5,990.4266,0.0,0.772,1.612,222.2,SW,51.17,
3806,3806,2023-01-27 10:20:00,30.36,,,86.8,990.6369,0.0,0.809,1.377,232.3,SW,34.48,
3807,3807,2023-01-27 10:30:00,30.36,,,86.8,990.858,0.0,1.004,1.52,234.1,SW,23.51,
3808,3808,2023-01-27 10:40:00,30.36,26.42,,88.4,991.1374,0.0,0.801,1.255,234.0,SW,14.66,
3809,3809,2023-01-27 10:50:00,30.36,,,88.7,991.3425,0.0,0.62,1.204,231.0,SW,7.76,
3810,3810,2023-01-27 11:00:00,30.36,26.3,,89.3,991.4691,0.0,0.599,1.153,240.5,SW,3.217,
3811,3811,2023-01-27 11:10:00,30.36,,,88.6,991.5234,0.0,0.465,1.193,234.3,SW,0.111,
3812,3812,2023-01-27 11:20:00,30.36,,,89.5,991.6071,0.0,0.172,0.663,227.5,SW,0.0,
3813,3813,2023-01-27 11:30:00,30.36,26.17,,90.0,991.7185,0.0,0.262,0.694,184.6,S,0.0,
3814,3814,2023-01-27 11:40:00,30.36,,,92.3,991.8266,0.0,0.0,0.0,93.0,E,0.0,
3815,3815,2023-01-27 11:50:00,30.36,,,92.3,991.9588,0.0,0.064,0.347,276.4,W,0.0,
3816,3816,2023-01-27 12:00:00,30.36,,,93.2,992.1536,0.0,0.171,0.428,64.45,NE,0.0,
3817,3817,2023-01-27 12:10:00,30.36,,,93.9,992.3949,0.0,0.143,0.469,57.76,NE,0.0,
3818,3818,2023-01-27 12:20:00,30.36,25.56,,94.2,992.5884,0.0,0.069,0.337,37.82,NE,0.0,
3819,3819,2023-01-27 12:30:00,30.36,25.52,,94.4,992.6979,0.0,0.033,0.581,40.85,NE,0.0,
3820,3820,2023-01-27 12:40:00,30.36,25.53,,94.3,992.745,0.0,0.074,0.326,64.5,NE,0.0,
3821,3821,2023-01-27 12:50:00,30.36,25.57,,94.4,992.8216,0.0,0.195,0.622,43.49,NE,0.0,
3822,3822,2023-01-27 13:00:00,30.36,25.57,,94.5,992.8814,0.0,0.347,0.816,35.44,NE,0.0,
3823,3823,2023-01-27 13:10:00,30.36,25.52,,94.9,992.8163,0.0,0.264,0.683,43.04,NE,0.0,
3824,3824,2023-01-27 13:20:00,30.36,25.47,,94.9,992.7641,0.0,0.277,0.612,69.38,E,0.0,
3825,3825,2023-01-27 13:30:00,30.36,,,95.1,992.8559,0.0,0.585,1.724,69.68,E,0.0,
3826,3826,2023-01-27 13:40:00,30.36,,,93.2,992.8982,0.0,1.078,2.224,81.9,E,0.0,
3827,3827,2023-01-27 13:50:00,30.36,,,91.5,992.9484,0.0,1.055,2.795,79.42,E,0.0,
3828,3828,2023-01-27 14:00:00,30.36,25.45,,91.1,992.9968,0.0,1.162,2.356,78.26,E,0.0,
3829,3829,2023-01-27 14:10:00,30.36,25.38,,91.0,993.0562,0.0,0.901,2.417,83.6,E,0.0,
3830,3830,2023-01-27 14:20:00,30.36,,,91.3,993.0967,0.0,0.872,1.693,64.38,NE,0.0,
3831,3831,2023-01-27 14:30:00,30.36,25.29,,91.8,993.0954,0.0,0.527,1.193,70.74,E,0.0,
3832,3832,2023-01-27 14:40:00,30.36,25.25,,91.7,993.1168,0.0,0.66,1.734,71.49,E,0.0,
3833,3833,2023-01-27 14:50:00,30.36,25.24,,92.2,993.1049,0.0,0.407,1.173,71.95,E,0.0,
3834,3834,2023-01-27 15:00:00,30.36,,,92.6,993.0021,0.0,0.84,1.295,79.77,E,0.0,
3835,3835,2023-01-27 15:10:00,30.36,25.09,,92.6,992.8202,0.0,0.901,2.774,77.48,E,0.0,
3836,3836,2023-01-27 15:20:00,30.36,25.04,,92.4,992.5981,0.0,0.888,1.683,87.8,E,0.0,
3837,3837,2023-01-27 15:30:00,30.36,24.97,,92.3,992.4809,0.0,0.625,1.448,95.6,E,0.0,
3838,3838,2023-01-27 15:40:00,30.36,24.93,,92.2,992.4782,0.0,0.269,1.0,64.31,NE,0.0,
3839,3839,2023-01-27 15:50:00,30.36,,,91.6,992.369,0.0,0.658,1.989,70.74,E,0.0,
3840,3840,2023-01-27 16:00:00,30.36,24.78,,89.6,992.2506,0.0,0.711,2.305,66.2,NE,0.0,
3841,3841,2023-01-27 16:10:00,30.36,24.73,,89.2,992.1986,0.0,0.944,2.04,78.08,E,0.0,
3842,3842,2023-01-27 16:20:00,30.36,24.73,,89.1,992.0899,0.0,0.83,1.928,69.66,E,0.0,
3843,3843,2023-01-27 16:30:00,30.36,24.62,,89.9,991.8379,0.0,1.143,2.581,74.0,E,0.0,
3844,3844,2023-01-27 16:40:00,30.36,24.6,,89.4,991.7416,0.0,0.76,2.162,75.17,E,0.0,
3845,3845,2023-01-27 16:50:00,30.36,24.64,,89.1,991.7086,0.0,0.366,1.071,80.2,E,0.0,
3846,3846,2023-01-27 17:00:00,30.36,24.61,,89.5,991.5344,0.0,0.705,1.469,89.3,E,0.0,
3847,3847,2023-01-27 17:10:00,30.36,24.44,,91.1,991.2493,0.0,0.344,1.01,61.88,NE,0.0,
3848,3848,2023-01-27 17:20:00,30.36,24.3,,92.0,990.9653,0.0,0.842,1.499,88.7,E,0.0,
3849,3849,2023-01-27 17:30:00,30.36,24.27,,92.4,990.8652,0.0,0.705,1.091,96.7,E,0.0,
3850,3850,2023-01-27 17:40:00,30.36,24.2,,92.5,990.7914,0.0,0.707,1.0,81.7,E,0.0,
3851,3851,2023-01-27 17:50:00,30.36,24.09,23.99,93.5,990.7159,0.0,0.444,1.02,67.92,E,0.0,
3852,3852,2023-01-27 18:00:00,30.36,23.98,23.86,93.7,990.5518,0.0,0.196,0.428,53.03,NE,0.0,
3853,3853,2023-01-27 18:10:00,30.36,23.92,23.85,93.9,990.4403,0.0,0.098,0.479,47.31,NE,0.0,
3854,3854,2023-01-27 18:20:00,30.36,23.85,23.74,94.3,990.3991,0.0,0.239,0.479,46.89,NE,0.0,
3855,3855,2023-01-27 18:30:00,30.36,23.82,23.73,94.6,990.3943,0.0,0.295,0.857,59.31,NE,0.0,
3856,3856,2023-01-27 18:40:00,30.36,23.79,23.71,94.8,990.4102,0.0,0.292,0.571,59.99,NE,0.0,
3857,3857,2023-01-27 18:50:00,30.36,23.79,23.71,95.0,990.4234,0.0,0.383,0.806,60.02,NE,0.0,
3858,3858,2023-01-27 19:00:00,30.36,,23.71,95.2,990.3294,0.0,0.57,1.01,66.47,NE,0.0,
3859,3859,2023-01-27 19:10:00,30.36,23.88,23.71,95.3,990.2054,0.0,0.429,1.061,67.82,E,0.0,
3860,3860,2023-01-27 19:20:00,30.36,23.92,23.71,95.1,990.171,0.0,0.534,0.847,68.41,E,0.0,
3861,3861,2023-01-27 19:30:00,30.36,23.92,23.71,95.0,990.1684,0.0,0.655,1.204,78.93,E,0.0,
3862,3862,2023-01-27 19:40:00,30.36,23.96,23.71,95.2,990.0939,0.0,0.942,1.418,83.0,E,0.0,
3863,3863,2023-01-27 19:50:00,30.36,23.97,23.71,95.2,990.0778,0.0,0.861,1.53,91.8,E,0.0,
3864,3864,2023-01-27 20:00:00,30.36,23.96,23.71,95.1,990.0921,0.0,0.706,1.357,83.5,E,0.0,
3865,3865,2023-01-27 20:10:00,30.36,23.95,23.71,95.1,990.2088,0.0,0.583,1.03,69.25,E,0.0,
3866,3866,2023-01-27 20:20:00,30.36,23.96,23.71,95.2,990.2741,0.0,1.015,1.632,83.4,E,0.0,
3867,3867,2023-01-27 20:30:00,30.36,23.92,23.71,95.2,990.2786,0.0,0.866,1.632,85.1,E,0.0,
3868,3868,2023-01-27 20:40:00,30.36,23.92,23.71,95.1,990.2541,0.0,0.903,1.51,83.8,E,0.0,
3869,3869,2023-01-27 20:50:00,30.36,23.85,23.71,95.2,990.3214,0.0,1.194,2.122,82.2,E,0.0,
3870,3870,2023-01-27 21:00:00,30.36,,23.71,95.4,990.4044,0.0,1.175,2.387,71.2,E,0.0,
3871,3871,2023-01-27 21:10:00,30.36,23.82,23.71,95.4,990.453,0.0,1.345,2.611,74.9,E,0.0,
3872,3872,2023-01-27 21:20:00,30.36,23.88,23.71,95.3,990.571,0.0,1.014,2.162,67.55,E,0.0,
3873,3873,2023-01-27 21:30:00,30.36,23.94,23.71,95.5,990.591,0.0,0.766,1.428,54.07,NE,0.0,
3874,3874,2023-01-27 21:40:00,30.36,23.92,23.71,95.5,990.6933,0.0,0.83,1.581,64.93,NE,0.0,
3875,3875,2023-01-27 21:50:00,30.36,23.93,23.71,95.5,990.9086,0.0,0.822,2.009,67.42,NE,0.0,
3876,3876,2023-01-27 22:00:00,30.36,23.93,23.71,95.4,991.0274,0.0,0.941,1.816,63.89,NE,0.0,
3877,3877,2023-01-27 22:10:00,30.36,23.95,23.71,95.5,990.9658,0.0,0.869,1.703,66.23,NE,0.0,
3878,3878,2023-01-27 22:20:00,30.36,23.93,23.71,95.4,990.9716,0.0,0.776,1.663,67.73,E,0.0,
3879,3879,2023-01-27 22:30:00,30.36,23.96,23.71,95.5,991.0238,0.0,0.585,1.387,57.14,NE,0.0,
3880,3880,2023-01-27 22:40:00,30.36,23.94,23.71,95.5,991.167,0.0,0.587,1.132,61.44,NE,0.218,
3881,3881,2023-01-27 22:50:00,30.36,23.93,23.71,95.6,991.3043,0.0,0.354,1.295,63.2,NE,3.236,
3882,3882,2023-01-27 23:00:00,30.36,23.95,23.71,95.7,991.3773,0.0,0.304,1.03,47.67,NE,7.536,
3883,3883,2023-01-27 23:10:00,30.36,23.98,23.71,95.7,991.5547,0.0,0.541,1.051,67.73,E,11.62,
3884,3884,2023-01-27 23:20:00,30.36,24.02,23.71,95.7,991.7891,0.0,0.544,0.949,76.31,E,16.64,
3885,3885,2023-01-27 23:30:00,30.36,24.09,23.71,95.5,992.0509,0.0,0.45,0.847,69.91,E,26.7,
3886,3886,2023-01-27 23:40:00,30.36,24.19,23.71,95.4,992.3068,0.0,0.511,0.755,81.5,E,40.82,
3887,3887,2023-01-27 23:50:00,30.36,24.35,23.71,95.4,992.3631,0.0,0.597,1.244,96.2,E,54.87,
3888,3888,2023-01-28 00:00:00,,,,,,,,,, ,,
3889,3889,2023-01-28 00:10:00,,,24.56,94.0,992.4666,0.0,0.663,1.346,75.33,E,103.4,120.4
3890,3890,2023-01-28 00:20:00,,,24.56,92.7,992.5354,0.0,0.597,1.53,60.44,NE,130.1,136.5
3891,3891,2023-01-28 00:30:00,,25.26,24.56,91.3,992.6451,0.0,0.482,2.04,62.98,NE,145.8,153.6
3892,3892,2023-01-28 00:40:00,,25.53,24.56,89.9,992.7046,0.0,0.889,1.683,61.62,NE,160.5,169.3
3893,3893,2023-01-28 00:50:00,,,24.56,88.3,992.6821,0.0,0.565,2.122,64.45,NE,179.7,187.0
3894,3894,2023-01-28 01:00:00,,,24.56,87.0,992.6636,0.0,0.717,1.877,63.42,NE,192.8,196.4
3895,3895,2023-01-28 01:10:00,,26.09,24.56,86.2,992.615,0.0,0.736,1.785,68.5,E,207.7,229.8
3896,3896,2023-01-28 01:20:00,,26.45,24.56,84.5,992.5902,0.0,1.145,2.275,80.0,E,241.9,253.4
3897,3897,2023-01-28 01:30:00,,,24.56,83.3,992.6773,0.0,0.593,1.336,89.8,E,263.2,271.2
3898,3898,2023-01-28 01:40:00,,26.92,24.56,81.2,992.8344,0.0,0.678,1.765,68.23,E,280.1,287.7
3899,3899,2023-01-28 01:50:00,,27.19,24.56,80.4,992.913,0.0,0.283,0.775,80.2,E,301.4,317.5
3900,3900,2023-01-28 02:00:00,27.87,,24.56,78.22,992.9934,0.0,0.299,0.938,112.9,SE,321.9,336.4
3901,3901,2023-01-28 02:10:00,27.94,27.79,24.56,76.48,993.0938,0.0,0.681,1.275,49.77,NE,315.8,336.4
3902,3902,2023-01-28 02:20:00,28.05,27.88,24.56,75.96,993.1047,0.0,0.625,1.244,73.23,E,320.8,347.8
3903,3903,2023-01-28 02:30:00,28.3,28.06,24.56,75.74,993.081,0.0,0.658,1.336,81.9,E,341.7,351.9
3904,3904,2023-01-28 02:40:00,28.54,28.39,24.56,73.88,993.0193,0.0,0.788,1.703,77.65,E,375.1,397.4
3905,3905,2023-01-28 02:50:00,28.88,28.7,24.56,72.25,992.9064,0.0,0.598,1.336,109.7,E,445.0,470.8
3906,3906,2023-01-28 03:00:00,29.08,28.85,24.56,70.05,992.8244,0.0,0.544,0.898,134.8,SE,469.5,520.1
3907,3907,2023-01-28 03:10:00,29.47,29.09,24.56,68.99,992.7988,0.0,0.249,0.908,137.1,SE,448.1,520.1
3908,3908,2023-01-28 03:20:00,29.48,29.25,24.56,67.69,992.7092,0.0,0.222,0.836,226.6,SW,446.2,520.1
3909,3909,2023-01-28 03:30:00,29.48,29.25,24.56,68.17,992.5241,0.0,0.667,1.275,251.4,W,433.1,520.1
3910,3910,2023-01-28 03:40:00,29.48,29.09,24.56,68.42,992.3611,0.0,0.517,1.489,232.1,SW,431.4,520.1
3911,3911,2023-01-28 03:50:00,29.48,29.12,24.56,68.29,992.2966,0.0,0.825,1.469,259.7,W,419.2,520.1
3912,3912,2023-01-28 04:00:00,29.68,29.39,24.56,68.52,992.155,0.0,0.698,1.459,200.6,S,460.0,520.1
3913,3913,2023-01-28 04:10:00,29.68,29.31,24.56,68.43,992.0764,0.0,1.124,1.948,224.1,SW,397.3,520.1
3914,3914,2023-01-28 04:20:00,29.68,28.97,24.56,70.4,991.9999,0.0,1.154,1.989,242.3,SW,352.4,520.1
3915,3915,2023-01-28 04:30:00,29.68,28.9,24.56,70.76,991.8401,0.0,1.225,2.315,235.8,SW,328.3,520.1
3916,3916,2023-01-28 04:40:00,29.68,28.86,24.56,70.85,991.6913,0.0,1.031,1.846,243.2,SW,394.1,520.1
3917,3917,2023-01-28 04:50:00,29.71,29.38,24.56,69.83,991.3619,0.0,1.193,2.122,213.8,SW,646.2,704.4
3918,3918,2023-01-28 05:00:00,29.74,29.56,24.56,69.53,991.111,0.0,1.668,3.08,227.9,SW,630.6,704.4
3919,3919,2023-01-28 05:10:00,29.74,29.41,24.56,69.17,990.9311,0.0,1.305,2.428,255.0,W,600.8,758.8
3920,3920,2023-01-28 05:20:00,29.98,29.69,24.56,70.19,990.7056,0.0,1.381,2.723,240.6,SW,454.0,758.8
3921,3921,2023-01-28 05:30:00,30.02,29.8,24.56,68.94,990.5184,0.0,1.935,3.223,247.9,W,702.3,864.0
3922,3922,2023-01-28 05:40:00,30.21,29.95,24.56,67.42,990.3865,0.0,1.529,3.703,238.9,SW,636.4,864.0
3923,3923,2023-01-28 05:50:00,30.48,30.2,24.56,67.29,990.2139,0.0,0.943,2.122,221.0,SW,594.9,864.0
3924,3924,2023-01-28 06:00:00,30.66,30.36,24.56,67.97,990.0562,0.0,1.59,2.723,225.0,SW,562.6,864.0
3925,3925,2023-01-28 06:10:00,30.66,30.14,24.56,68.8,989.8534,0.0,1.46,3.223,213.4,SW,498.5,864.0
3926,3926,2023-01-28 06:20:00,30.66,29.88,24.56,70.75,989.8938,0.0,1.719,3.04,209.5,SW,339.2,864.0
3927,3927,2023-01-28 06:30:00,30.66,29.34,24.56,72.66,989.9493,0.0,1.299,2.53,221.8,SW,272.5,864.0
3928,3928,2023-01-28 06:40:00,30.66,29.23,24.56,74.14,989.9139,0.0,1.432,3.519,231.8,SW,328.5,864.0
3929,3929,2023-01-28 06:50:00,30.66,29.17,24.56,74.17,989.9568,0.0,1.874,3.815,233.6,SW,326.4,864.0
3930,3930,2023-01-28 07:00:00,30.66,27.99,24.56,75.0,990.3025,0.0,1.977,3.998,173.0,S,34.63,864.0
3931,3931,2023-01-28 07:10:00,30.66,25.55,24.56,83.3,990.2633,0.0,2.286,5.467,181.3,S,7.098,864.0
3932,3932,2023-01-28 07:20:00,30.66,24.78,24.47,85.0,990.1779,0.0,2.108,3.907,193.3,S,26.25,864.0
3933,3933,2023-01-28 07:30:00,30.66,24.26,24.0,89.0,990.1273,0.2,2.45,4.427,134.3,SE,13.9,864.0
3934,3934,2023-01-28 07:40:00,30.66,23.81,23.62,92.3,990.2586,0.8,1.614,3.519,149.8,SE,8.72,864.0
3935,3935,2023-01-28 07:50:00,30.66,23.52,23.39,94.0,990.3111,0.8,1.744,3.356,103.3,E,16.7,864.0
3936,3936,2023-01-28 08:00:00,30.66,23.58,23.39,94.7,990.0756,0.8,1.303,2.764,92.2,E,36.06,864.0
3937,3937,2023-01-28 08:10:00,30.66,23.66,23.39,94.2,990.0324,0.8,0.964,2.285,101.2,E,29.71,864.0
3938,3938,2023-01-28 08:20:00,30.66,23.67,23.39,94.3,989.9914,0.8,0.884,2.417,53.9,NE,23.09,864.0
3939,3939,2023-01-28 08:30:00,30.66,23.67,23.39,94.6,990.0505,0.8,0.774,1.734,57.23,NE,20.6,864.0
3940,3940,2023-01-28 08:40:00,30.66,23.68,23.39,94.9,990.0866,0.8,0.636,1.591,65.56,NE,19.59,864.0
3941,3941,2023-01-28 08:50:00,30.66,23.73,23.39,94.3,990.1154,0.8,0.254,1.091,138.1,SE,18.72,864.0
3942,3942,2023-01-28 09:00:00,30.66,,23.39,93.2,990.2871,0.8,0.346,0.826,274.7,W,18.39,864.0
3943,3943,2023-01-28 09:10:00,30.66,24.12,23.39,92.9,990.446,0.8,0.547,1.275,271.7,W,17.73,864.0
3944,3944,2023-01-28 09:20:00,30.66,24.17,23.39,92.5,990.5899,0.8,0.605,1.826,242.6,SW,15.87,864.0
3945,3945,2023-01-28 09:30:00,30.66,24.19,23.39,92.5,990.703,1.0,0.493,1.601,220.1,SW,14.75,864.0
3946,3946,2023-01-28 09:40:00,30.66,24.19,23.39,93.0,990.7893,1.4,0.137,0.734,176.5,S,11.28,864.0
3947,3947,2023-01-28 09:50:00,30.66,24.13,23.39,93.2,990.8391,2.0,0.161,0.673,162.4,S,7.918,864.0
3948,3948,2023-01-28 10:00:00,30.66,24.06,23.39,93.7,990.8853,2.2,0.052,0.5,135.9,SE,12.96,864.0
3949,3949,2023-01-28 10:10:00,30.66,24.08,23.39,94.1,990.9276,2.2,0.007,0.235,199.8,S,16.16,864.0
3950,3950,2023-01-28 10:20:00,30.66,23.98,23.39,94.4,990.9214,2.2,0.238,0.979,209.9,SW,14.85,864.0
3951,3951,2023-01-28 10:30:00,30.66,23.99,23.39,95.0,990.8643,2.2,0.194,0.826,186.3,S,12.03,864.0
3952,3952,2023-01-28 10:40:00,30.66,24.05,23.39,95.6,990.9419,2.2,0.323,0.673,62.76,NE,8.77,864.0
3953,3953,2023-01-28 10:50:00,30.66,23.88,23.39,95.2,991.0776,2.2,0.334,0.775,54.94,NE,4.554,864.0
3954,3954,2023-01-28 11:00:00,30.66,23.81,23.39,95.3,991.097,2.2,0.237,0.581,78.25,E,1.62,864.0
3955,3955,2023-01-28 11:10:00,30.66,23.87,23.39,95.9,991.1085,2.2,0.443,1.153,86.9,E,0.143,864.0
3956,3956,2023-01-28 11:20:00,30.66,23.91,23.39,96.1,991.3126,2.2,0.337,0.734,124.7,SE,0.0,864.0
3957,3957,2023-01-28 11:30:00,30.66,23.97,23.39,96.3,991.5565,2.2,0.063,0.581,132.8,SE,0.0,864.0
3958,3958,2023-01-28 11:40:00,30.66,24.0,23.39,96.3,991.6803,2.2,0.414,1.489,100.1,E,0.0,864.0
3959,3959,2023-01-28 11:50:00,30.66,,23.39,96.3,991.9531,2.2,0.849,1.295,90.0,E,0.0,864.0
3960,3960,2023-01-28 12:00:00,30.66,24.06,23.39,96.4,992.2166,2.2,0.406,1.459,67.95,E,0.0,864.0
3961,3961,2023-01-28 12:10:00,30.66,24.03,23.39,96.4,992.4023,2.2,0.279,0.622,102.2,E,0.0,864.0
3962,3962,2023-01-28 12:20:00,30.66,,23.39,96.5,992.621,2.2,0.106,0.581,101.8,E,0.0,864.0
3963,3963,2023-01-28 12:30:00,30.66,24.05,23.39,96.5,992.7813,2.2,0.726,1.234,82.0,E,0.0,864.0
3964,3964,2023-01-28 12:40:00,30.66,24.06,23.39,96.6,992.8399,2.2,0.59,1.163,67.46,NE,0.0,864.0
3965,3965,2023-01-28 12:50:00,30.66,24.08,23.39,96.6,992.9041,2.2,0.532,0.887,72.57,E,0.0,864.0
3966,3966,2023-01-28 13:00:00,30.66,24.02,23.39,96.6,993.0065,2.2,0.276,0.622,94.0,E,0.0,864.0
3967,3967,2023-01-28 13:10:00,30.66,23.98,23.39,96.6,993.0716,2.2,0.517,0.826,79.31,E,0.0,864.0
3968,3968,2023-01-28 13:20:00,30.66,23.99,23.39,96.7,993.1294,2.2,0.161,0.581,45.95,NE,0.0,864.0
3969,3969,2023-01-28 13:30:00,30.66,23.99,23.39,96.7,993.2101,2.2,0.223,0.602,49.56,NE,0.0,864.0
3970,3970,2023-01-28 13:40:00,30.66,23.97,23.39,96.7,993.2786,2.2,0.114,0.673,62.08,NE,0.0,864.0
3971,3971,2023-01-28 13:50:00,30.66,23.96,23.39,96.7,993.385,2.2,0.048,0.581,160.8,S,0.0,864.0
3972,3972,2023-01-28 14:00:00,30.66,24.0,23.39,96.7,993.4723,2.2,0.0,0.0,93.6,E,0.0,864.0
3973,3973,2023-01-28 14:10:00,30.66,24.0,23.39,96.7,993.4908,2.2,0.264,0.806,174.6,S,0.0,864.0
3974,3974,2023-01-28 14:20:00,30.66,23.96,23.39,96.6,993.3664,2.2,0.823,1.744,78.52,E,0.0,864.0
3975,3975,2023-01-28 14:30:00,30.66,23.93,23.39,96.6,993.3276,2.2,0.318,0.979,107.4,E,0.0,864.0
3976,3976,2023-01-28 14:40:00,30.66,23.91,23.39,96.5,993.3116,2.2,0.257,1.02,100.9,E,0.0,864.0
3977,3977,2023-01-28 14:50:00,30.66,23.92,23.39,96.5,993.2607,2.2,0.0,0.0,68.49,E,0.0,864.0
3978,3978,2023-01-28 15:00:00,30.66,23.86,23.39,96.5,993.185,2.2,0.201,0.469,80.4,E,0.0,864.0
3979,3979,2023-01-28 15:10:00,30.66,23.78,23.39,96.6,993.0726,2.2,0.026,0.326,84.5,E,0.0,864.0
3980,3980,2023-01-28 15:20:00,30.66,23.79,23.39,96.6,992.963,2.2,0.14,0.377,33.95,NE,0.0,864.0
3981,3981,2023-01-28 15:30:00,30.66,23.78,23.39,96.6,992.8359,2.2,0.0,0.0,49.4,NE,0.0,864.0
3982,3982,2023-01-28 15:40:00,30.66,23.79,23.39,96.7,992.6657,2.2,0.056,0.428,52.28,NE,0.0,864.0
3983,3983,2023-01-28 15:50:00,30.66,,23.39,96.8,992.488,2.2,0.239,0.653,50.42,NE,0.0,864.0
3984,3984,2023-01-28 16:00:00,30.66,23.85,23.39,96.8,992.4496,2.2,0.398,0.969,33.95,NE,0.0,864.0
3985,3985,2023-01-28 16:10:00,30.66,23.88,23.39,96.8,992.3639,2.2,0.421,1.071,68.25,E,0.0,864.0
3986,3986,2023-01-28 16:20:00,30.66,23.88,23.39,96.8,992.2171,2.2,0.325,0.938,65.82,NE,0.0,864.0
